WKT,Name,Latitude,Longitude
"POINT (106.77043 10.881584)",Point 418,10.881584,106.77043
"POINT (106.7703 10.886787)",Point 419,10.886787,106.7703
"POINT (106.775116 10.878152)",Point 420,10.878152,106.775116
"POINT (106.76506 10.879742)",Point 421,10.879742,106.76506
"POINT (106.7709655762 10.8842935562)",Point 422,10.8842935562,106.7709655762
"POINT (106.773506 10.87117)",Point 423,10.87117,106.773506
"POINT (106.76976 10.883157)",Point 424,10.883157,106.76976
"POINT (106.7670669556 10.8734054565)",Point 425,10.8734054565,106.7670669556
"POINT (106.77162 10.880663)",Point 426,10.880663,106.77162
"POINT (106.76953 10.886298)",Point 427,10.886298,106.76953
"POINT (106.76688 10.886612)",Point 428,10.886612,106.76688
"POINT (106.7684 10.8845625)",Point 429,10.8845625,106.7684
